"AccSpeciesName","LfArea_Uncert","LfArea_WholeLf","LfArea_Lflt","SLA","Lf_Life","N_Area","N_Dry","P_Area","P_Dry","VcM_Area","VcM_Dry"
"Bistorta vivipara",323.858333333333,456.140215816571,617.772435587762,15.7853369042368,1.64798573397453,1.92499799305094,28.2029274572549,0.094346898480836,2.08313203565217,28.8051919190099,0.470339969666667
"Blitum bonus-henricus",3162,237.466666666667,4640.61214285714,26.8455455773772,NA,2.03698854336041,52.6782833333333,NA,NA,NA,NA
"Blitum virgatum",NA,116,5858,15.0829562593557,NA,NA,NA,NA,NA,NA,NA
"Boerhavia coccinea",NA,330,330,NA,NA,NA,NA,NA,NA,NA,NA
"Boerhavia diffusa",NA,122.9484,122.9484,7.1051343283541,NA,NA,NA,NA,NA,NA,NA
"Bougainvillea modesta",NA,NA,885.5,30.650083537,NA,NA,NA,NA,NA,NA,NA
"Bougainvillea spectabilis",NA,866,866,15.9393165184089,NA,1.65375696789214,24.0851851844444,0.0671611392740436,1.01,NA,NA
"Bougainvillea spinosa",NA,NA,NA,6.93000693000347,NA,3.49206000000174,18.6333333333333,NA,NA,NA,NA
"Brasiliopuntia brasiliensis",NA,NA,NA,NA,NA,NA,10.212765955,NA,NA,NA,NA
"Calandrinia acaulis",NA,NA,NA,10,NA,2.69,30.2666666666667,NA,NA,NA,NA
"Calandrinia balonensis",NA,607,607,7.11,NA,NA,NA,NA,NA,NA,NA
"Calandrinia eremaea",NA,80.2045,101.903375,18.5332908496193,NA,NA,NA,NA,NA,NA,NA
"Calandrinia granulifera",NA,NA,NA,50.805,NA,NA,NA,NA,NA,NA,NA
"Calandrinia polyandra",NA,167,167,NA,NA,NA,NA,NA,NA,NA,NA
"Calligonum amoenum",NA,60.9498,NA,2.12258798043857,NA,NA,NA,NA,NA,NA,NA
"Calligonum leucocladum",NA,NA,NA,NA,NA,NA,24.1,NA,1.41125,NA,NA
"Calligonum mongolicum",NA,NA,NA,2.36,NA,5.87,20.8266666666667,NA,1.71,NA,NA
"Calligonum roborowskii",NA,NA,NA,NA,NA,NA,NA,NA,1.323333333325,NA,NA
"Calligonum rubicundum",NA,NA,NA,3.56687521920241,NA,1.63848354053564,18.2570665258221,NA,1.256666666675,NA,NA
"Camphorosma monspeliaca",NA,NA,NA,11.307100859,NA,NA,NA,NA,NA,NA,NA
"Cardionema ramosissimum",NA,3.232,3.232,NA,NA,NA,NA,NA,NA,NA,NA
"Caroxylon dendroides",NA,6.5638,NA,6.42320784313726,NA,NA,NA,NA,NA,NA,NA
"Caroxylon gemmascens",NA,3.85104166666667,NA,3.51293038464819,NA,NA,28.6897075442471,NA,NA,NA,NA
"Caroxylon orientale",NA,NA,NA,NA,NA,NA,42.9,NA,3,NA,NA
"Caroxylon passerinum",2.275,NA,1.334,8.3819686137527,6,3.84296472542914,21.5308429503589,0.233318880084969,0.947182836899146,NA,NA
"Caroxylon vermiculatum",NA,16,16,NA,NA,NA,NA,NA,NA,NA,NA
"Carpobrotus acinaciformis",NA,NA,981.22,2.03432977694121,NA,NA,14.8,NA,NA,NA,NA
"Carpobrotus edulis",3162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ceanothus dentatus",NA,NA,NA,NA,NA,NA,12.3,NA,0.6,NA,NA
"Cerastium alpinum",32,NA,41.79,26.36,NA,NA,NA,NA,NA,NA,NA
"Cerastium arvense",23.4438666666667,NA,NA,23.0360830092341,NA,2.05713438804046,31.4433333342857,0.0313957246701335,0.609177224,NA,NA
"Cerastium beeringianum",NA,NA,51.25,NA,NA,NA,NA,NA,NA,NA,NA
"Cerastium brachypetalum",32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cerastium diffusum",32,NA,20.6666666666667,23.25,NA,NA,NA,NA,NA,NA,NA
"Cerastium fontanum",316,132.25,82.5635833333333,30.3072478880983,8.44,0.815457095807965,20.0422614459958,0.193416921141913,4.32075355057143,NA,NA
"Cerastium fontanum subsp. vulgare",NA,172,NA,27.005422410243,NA,NA,NA,NA,NA,NA,NA
"Cerastium glomeratum",32,124.1125,176.666666666667,25.5524263201556,NA,0.924814949983938,19.4566666666667,0.0408126858275521,0.8236,NA,NA
"Cerastium latifolium",NA,NA,NA,21.736285826,NA,NA,NA,NA,NA,NA,NA
"Cerastium ligusticum",NA,67,NA,35.9,NA,NA,NA,NA,NA,NA,NA
"Cerastium mollissimum",NA,NA,NA,16.1668839634961,3.87945205479452,1.81824999999946,29.45,NA,NA,NA,NA
"Cerastium nigrescens",24.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cerastium pumilum",32,NA,21.734,25.8475753143985,6,NA,NA,NA,NA,NA,NA
"Cerastium semidecandrum",32,15.12,32,24.6199226380551,NA,NA,NA,NA,NA,NA,NA
"Cerastium tomentosum",NA,130.46,110.42,23.9290714285714,NA,1.10775090898598,25.522,NA,NA,NA,NA
"Cerastium uniflorum",NA,NA,NA,30.0425322550063,NA,0.801353353074457,26.15,NA,NA,NA,NA
"Ceratocarpus arenarius",14.3333333333333,NA,6.67,14.02498017506,NA,1.04390767214638,16.7792303843009,NA,2.94,NA,NA
"Cereus jamacaru",NA,NA,NA,NA,NA,NA,13.65,NA,NA,NA,NA
"Chenopodiastrum hybridum",3162,NA,2593.3975,35.718,NA,NA,NA,NA,NA,NA,NA
"Chenopodiastrum murale",316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chenopodiastrum simplex",NA,NA,NA,32.0512820511411,NA,NA,35.58,NA,NA,NA,NA
"Chenopodium acuminatum",983.333333333333,708.576607980975,521.038303990488,20.8892408613006,6,1.38811332808594,29.7460577143154,0.125567158204625,2.30835718431973,NA,NA
"Chenopodium album",716.4,872.026666666667,896.051214285714,29.6270436817776,3.216,2.0879273427514,35.3089606029144,0.148102375196358,3.5400370333599,106.059658244823,1.76009427636386
"Chenopodium auricomum",NA,583,583,9.09,NA,NA,NA,NA,NA,NA,NA
"Chenopodium berlandieri",NA,NA,NA,15.873015873008,NA,NA,43.06,NA,4,NA,NA
"Chenopodium desertorum",NA,20.06644,22.4089628571429,6.26898894993179,NA,NA,NA,NA,NA,NA,NA
"Chenopodium desertorum subsp. anidiophyllum",NA,90.9760666666667,145.488033333333,9.03,NA,NA,NA,NA,NA,NA,NA
"Chenopodium ficifolium",NA,NA,763.558166666667,19.2788571428571,NA,NA,NA,NA,NA,NA,NA
"Chenopodium fremontii",NA,633.463333333333,NA,20.6693558923591,NA,NA,29.2925,NA,2.795,NA,NA
"Chenopodium iljinii",137.5,NA,NA,9.62672141111123,NA,2.21560981462347,21.3290584411861,NA,NA,NA,NA
"Chenopodium incanum",NA,NA,191.25,NA,NA,NA,NA,NA,NA,NA,NA
"Chenopodium leptophyllum",NA,52.1625,NA,11.7556262,NA,2.67069576914621,31.358826938,NA,NA,NA,NA
"Chenopodium nitrariaceum",NA,75.687,69.60875,4.78213028169507,NA,NA,NA,NA,NA,NA,NA
"Chenopodium nutans",NA,31.8203877777778,66.899205,10.772474570476,NA,NA,NA,NA,NA,NA,NA
"Chenopodium oahuense",NA,NA,NA,11.151,NA,3.25531342610371,36.3,0.251096417137476,2.8,NA,NA
"Chenopodium opulifolium",316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chenopodium vulvaria",922.75,277.265238095238,NA,31.1970473441863,NA,2.01654465075322,27.8485788616744,NA,5.11333333333333,NA,NA
"Cherleria obtusiloba",2.8400826446281,NA,NA,30.8022222221111,NA,0.626292540912691,20.795,NA,NA,NA,NA
"Cherleria sedoides",32,NA,NA,9.8,NA,NA,NA,NA,NA,NA,NA
"Claytonia lanceolata",NA,NA,76.25,NA,NA,NA,NA,NA,NA,NA,NA
"Claytonia megarhiza",NA,NA,529.1875,NA,NA,NA,NA,NA,NA,NA,NA
"Claytonia perfoliata",316,267,696.877876136364,41.1287477576411,NA,NA,NA,NA,NA,NA,NA
"Claytonia sibirica",316,NA,NA,31.603,NA,NA,NA,NA,NA,NA,NA
"Claytonia virginica",NA,675,675,35.9440803316,NA,NA,NA,NA,NA,NA,NA
"Cleistocactus baumannii",NA,NA,NA,1.57,NA,NA,NA,NA,NA,NA,NA
"Coccoloba acapulcensis",NA,1460.44742733178,1460.44742733178,NA,NA,NA,NA,NA,NA,NA,NA
"Coccoloba acuminata",9500,2190.67114099766,2190.67114099766,NA,NA,NA,NA,NA,NA,NA,NA
"Coccoloba argentinensis",NA,675,675,NA,NA,NA,NA,NA,NA,NA,NA
"Coccoloba barbadensis",NA,NA,NA,15.4979612403,NA,NA,NA,NA,NA,NA,NA
"Coccoloba coronata",NA,10369.265775,14387.75,25.2485087089224,NA,1.01554052570294,27.0328539716667,NA,NA,NA,NA
"Coccoloba densifrons",9500,9083.14145824267,8613.79072912133,14.9510924510202,NA,1.38887586702183,20.1178806666667,0.0725726118524363,0.943326810966667,37.53,0.529968898305084
"Coccoloba diversifolia",6037.2875,3019,45935.55,18.77207079126,NA,1.24496810017806,23.9612353175,0.0505961945456831,0.5032424,NA,NA
"Coccoloba excelsa",NA,11082.1015795598,9749.92250970719,13.5786234626809,NA,1.50531228054219,23.708443481,NA,NA,NA,NA
"Coccoloba fallax",55000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Coccoloba guanacastensis",NA,NA,NA,12.994061875,NA,NA,NA,0.00590055521130525,0.0761945655,NA,NA
"Coccoloba hondurensis",NA,4178.15,4178.15,10.2411227839183,NA,NA,NA,0.0964690114045484,0.93,NA,NA
"Coccoloba krugii",NA,675,675,NA,NA,NA,NA,NA,NA,NA,NA
"Coccoloba laevis",NA,NA,NA,7.944,NA,NA,NA,NA,NA,NA,NA
"Coccoloba latifolia",55000,2700,2700,NA,NA,NA,NA,NA,NA,NA,NA
"Coccoloba lehmannii",55000,5598.42349961407,5598.42349961407,NA,NA,NA,NA,NA,NA,NA,NA
"Coccoloba liebmannii",NA,NA,NA,10.1275,NA,2.35155790711346,20,NA,NA,NA,NA
"Coccoloba longifolia",NA,39468.6666666667,39468.6666666667,NA,NA,NA,NA,NA,NA,NA,NA
"Coccoloba manzinellensis",NA,28288.5935315385,18162.75,13.5888830883696,NA,1.43066041869,18.33167392,NA,NA,NA,NA
"Coccoloba microstachya",NA,NA,NA,9.64333631475,NA,NA,NA,NA,NA,NA,NA
"Coccoloba mollis",32250,28281.8833711777,45730.3472600666,18.4103424029879,NA,1.61545955858364,25.4484573333333,0.0767407504774404,0.9306,NA,NA
"Coccoloba ovata",NA,NA,NA,NA,NA,NA,26.76883278,NA,NA,NA,NA
"Coccoloba padiformis",9500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Coccoloba peruviana",9500,4513.59340296858,4513.59340296858,NA,NA,NA,NA,NA,NA,NA,NA
"Coccoloba pyrifolia",5039,NA,NA,6.4129443522,NA,2.1911099949774,17.45,0.088970188347564,0.70855858,NA,NA
"Coccoloba ramosisissima",NA,NA,NA,7.975,NA,NA,NA,NA,NA,NA,NA
"Coccoloba rosea",NA,NA,NA,7.549,NA,NA,NA,NA,NA,NA,NA
"Coccoloba sintenisii",NA,NA,NA,3.6751194414,NA,NA,NA,NA,NA,NA,NA
"Coccoloba striata",9500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Coccoloba swartzii",NA,675,675,5.2826201796,NA,NA,NA,NA,NA,NA,NA
"Coccoloba tuerckheimii",NA,46300.58,46300.58,8.41,NA,2.20451843043995,18.54,0.166468489892985,1.4,NA,NA
"Coccoloba uvifera",NA,20180,20180,5.1519835137,NA,NA,NA,NA,NA,NA,NA
"Coccoloba warmingii",NA,23091,23091,NA,NA,NA,NA,NA,NA,NA,NA
"Corispermum americanum",NA,NA,NA,17.354,NA,NA,NA,NA,NA,NA,NA
"Corispermum chinganicum",13,NA,6.67,7.30939274679854,NA,1.34272554779852,9.81450837992942,NA,NA,NA,NA
"Corispermum heptapotamicum",NA,NA,NA,11.24,NA,1.47,16.53,NA,NA,NA,NA
"Corispermum hyssopifolium",NA,NA,NA,NA,NA,NA,10.1,NA,1.81,NA,NA
"Corispermum intermedium",NA,NA,221.89,21.26,NA,NA,NA,NA,NA,NA,NA
"Corispermum macrocarpum",NA,190.988305701793,190.988305701793,NA,NA,NA,NA,NA,NA,NA,NA
"Corispermum mongolicum",NA,NA,NA,10.9575,NA,1.7425,19.16,NA,NA,NA,NA
"Corispermum orientale",NA,NA,NA,NA,NA,NA,18.6,NA,2.37,NA,NA
"Corispermum puberulum",NA,NA,NA,9.1541816775,NA,NA,NA,NA,NA,NA,NA
"Cornulaca monacantha",NA,131.782,NA,1.83903896219269,NA,NA,NA,NA,NA,NA,NA
"Corrigiola litoralis",17.5,NA,23.3066666666667,28.2293333333333,NA,NA,NA,NA,NA,NA,NA
"Dianthus acicularis",NA,90,90,14.2857142858095,NA,1.00510861016165,21.1601812667585,NA,NA,NA,NA
"Dianthus andrzejowskianus",NA,NA,NA,11.921793038,NA,NA,NA,NA,NA,NA,NA
"Dianthus armeria",32,76.9875,249.78,15.1386042097857,NA,NA,19.75,NA,NA,NA,NA
"Dianthus barbatus",NA,NA,1133.66,17.146,NA,NA,NA,NA,NA,NA,NA
"Dianthus carthusianorum",NA,NA,NA,17.7114285714286,NA,NA,NA,NA,NA,NA,NA
"Dianthus charidemi",NA,75,75,NA,NA,NA,NA,NA,NA,NA,NA
"Dianthus chinensis",5.94166666666667,120,86.263125,12.9979015582447,6,0.918557117671086,11.8416720078744,0.0902793727847326,1.11047183010531,NA,NA
"Dianthus cretaceus",NA,74.22,NA,11.7251184834123,NA,NA,NA,NA,NA,NA,NA
"Dianthus deltoides",32,73.3400584795322,24,20.0444357739836,36,0.849331245326507,18,NA,NA,NA,NA
"Dianthus gratianopolitanus",32,NA,79.04,15.757,NA,NA,NA,NA,NA,NA,NA
"Dianthus orientalis",NA,41.06,NA,8.86430633928747,NA,NA,NA,NA,NA,NA,NA
"Dianthus pavonius",NA,NA,NA,9.3476693458,NA,NA,NA,NA,NA,NA,NA
"Dianthus pinifolius",NA,NA,NA,12.206,NA,1.435359659184,17.52,0.117155497296412,1.43,NA,NA
"Dianthus plumarius",32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dianthus rupicola",NA,NA,NA,8.73768415186408,NA,2.32327006112811,20.3,NA,NA,NA,NA
"Dianthus serotinus",NA,39.55,NA,8.608,NA,NA,NA,NA,NA,NA,NA
"Dianthus superbus",NA,251.677777777778,325.425,23.1497624701726,NA,0.865913180586432,25.8,NA,NA,NA,NA
"Dianthus sylvestris",NA,NA,NA,5.86,NA,NA,16,NA,1.636,NA,NA
"Dianthus volgicus",NA,NA,NA,15.142337977,NA,NA,NA,NA,NA,NA,NA
"Dissocarpus biflorus",NA,9.3766,9.3766,5.08057311775531,NA,NA,NA,NA,NA,NA,NA
"Dissocarpus paradoxus",NA,11.8218571428571,11.1403452380952,6.67120539021722,NA,NA,NA,NA,NA,NA,NA
"Drosanthemum floribundum",32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Drosera anglica",316,NA,92.247,28.9613333333333,NA,NA,NA,NA,NA,NA,NA
"Drosera intermedia",32,NA,24.042,28.3093333333333,2.5,NA,NA,NA,NA,NA,NA
"Drosera peltata",NA,16,16,NA,NA,NA,NA,NA,NA,NA,NA
"Drosera rotundifolia",32,32,66.8866666666667,40.8325692099922,2.5,0.302163643064422,12.3022275948636,NA,1.8,NA,NA
"Drosera spatulata",NA,26.795128,23.482019,34.5165808431507,NA,NA,NA,NA,NA,NA,NA
"Drymaria molluginea",NA,3.39,NA,6.78846633816978,NA,NA,NA,NA,1.69,NA,NA
"Duma florulenta",NA,175.5276,133.2776,9.69635627530182,NA,NA,NA,NA,NA,NA,NA
"Dysphania ambrosioides",NA,NA,1230.38,29.518,NA,NA,NA,NA,3.9,NA,NA
"Dysphania aristata",238.3,251.543077732273,1926.67153886614,19.9896697164869,6,0.754297181115557,14.3772252740056,0.262043412054095,4.76830027594294,NA,NA
"Dysphania cristata",NA,133,133,16.87,NA,NA,NA,NA,NA,NA,NA
"Dysphania glomulifera",NA,6,6,NA,NA,NA,NA,NA,NA,NA,NA
"Dysphania littoralis",NA,14,14,13.24,NA,NA,NA,NA,NA,NA,NA
"Dysphania melanocarpa",NA,133,133,13.35,NA,NA,NA,NA,NA,NA,NA
"Dysphania rhadinostachya",NA,106.5,109.75,8.28,NA,NA,NA,NA,NA,NA,NA
"Einadia hastata",NA,121.05,121.05,NA,NA,NA,NA,NA,NA,NA,NA
"Enchylaena tomentosa",NA,11.19858,10.7096122222222,5.15616582733177,NA,NA,NA,NA,NA,NA,NA
"Epiphyllum phyllanthus",NA,NA,NA,12.917846153,NA,0.821906601372004,8.2,NA,NA,NA,NA
"Eremogone fendleri",43.024016563147,31.8254838709677,NA,13.4781457821547,NA,1.3010700544348,18.225,NA,1.3175,NA,NA
"Eremogone kansuensis",NA,NA,NA,10.344614705,NA,1.73660149334155,16.8,0.17666,1.36,NA,NA
"Eremogone macradenia",NA,22,22,NA,NA,NA,NA,NA,NA,NA,NA
"Eremogone meyeri",NA,NA,NA,8.9734386217,NA,NA,NA,NA,NA,NA,NA
"Eriachne mucronata",NA,70,70,NA,NA,NA,NA,NA,NA,NA,NA
"Eriogonum cinereum",NA,NA,NA,5.41,NA,NA,NA,NA,NA,NA,NA
"Eriogonum fasciculatum",NA,47.1175856091911,NA,23.789988319662,NA,2.96478235252575,29.44,NA,NA,NA,NA
"Eriogonum flavum",72.41,NA,NA,3.39421875,NA,NA,NA,NA,NA,NA,NA
"Eriogonum lonchophyllum",NA,NA,90.5,NA,NA,NA,NA,NA,NA,NA,NA
"Eriogonum longifolium",NA,NA,NA,9.757359098,NA,NA,NA,NA,NA,NA,NA
